SourcedFrom,FileTimeUtc,Botnet,SourceIp,SourcePort,SourceIpAsnNr,TargetIp,TargetPort,Payload,SourceIpCountryCode,SourceIpRegion,SourceIpCity,SourceIpPostalCode,SourceIpLatitude,SourceIpLongitude,SourceIpMetroCode,SourceIpAreaCode,HttpRequest,HttpReferrer,HttpUserAgent,HttpMethod,HttpVersion,HttpHost,Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Threat Confidence
SinkHoleMessage,1.31E+17,B106-MULTI,115.135.243.55,20874,AS4788,204.95.99.109,2211,,MY,7,Taiping,,4.85,100.7333,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-CB,113.210.9.102,19563,AS9534,204.95.99.31,105,,MY,14,Kuala Lumpur,,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-Bladabindi,113.210.134.30,48957,AS9534,204.95.99.26,99,,MY,12,Rawang,,3.3213,101.5767,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,210.186.59.126,2874,AS4788,204.95.99.109,3333,,MY,11,Kuching,,1.55,110.3333,0,0,235,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-CB,115.132.125.114,55402,AS4788,204.95.99.31,333,,MY,12,Batu Caves,,3.2333,101.6667,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-Bladabindi,113.210.11.236,50733,AS9534,204.95.99.26,99,,MY,12,Kajang,,2.9927,101.7909,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,183.171.172.190,11264,AS10030,204.95.99.109,7777,,MY,14,Kuala Lumpur,,3.1667,101.7,0,0,POST /ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,203.106.157.91,9871,AS4788,204.95.99.109,1998,,MY,1,Kluang,,2.0251,103.3328,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,203.106.152.137,1209,AS4788,204.95.99.109,88,,MY,7,Ipoh,,4.5841,101.0829,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,203.121.53.35,24615,AS9930,204.95.99.109,1177,,MY,14,Kuala Lumpur,,3.1667,101.7,0,0,FLz0IaZKg8+Q51KaJghjeHIU3efslDRcYjIgfo8wCMdZUzDTMuXevBtFpJMEY+4XDD7mqq2Jyu9RO4xhWpUY2Q==,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,115.133.238.245,60783,AS4788,204.95.99.109,88,,MY,4,Melaka,,2.196,102.2405,0,0,lv0njxq80TeeeeFa_322FDCD00njxq80ENDUSER-PC0njxq80End User0njxq800njxq80WIN_7 X86 SP00njxq800.4d0njxq80Y0njxq80--,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,115.133.73.88,52489,AS4788,204.95.99.109,1177,,MY,16,Kota Kinabalu,,5.9749,116.0724,0,0,sDJ6hMcMUQCjlHj4hHzUmvnCPsgY4XSaSUpXe5ENKKmVF/LxIQVHfRCHHeiAnCbP0UeGlud/rwA40U/Qrw26aA==,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,123.136.106.239,2844,AS38466,204.95.99.109,7777,,MY,12,Shah Alam,,3.0833,101.5333,0,0,POST /ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-Jenxcus,210.186.55.43,9046,AS4788,204.95.99.86,991,,MY,3,Kota Bharu,,6.1333,102.2386,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-Bladabindi,175.141.77.244,49497,AS4788,204.95.99.26,1199,,MY,8,Kangar,,6.4414,100.1986,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-Bladabindi,175.144.92.75,54554,AS4788,204.95.99.26,99,,MY,13,Marang,,5.2056,103.2059,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,60.49.122.109,51402,AS4788,204.95.99.109,1991,,MY,12,Kajang,,2.9927,101.7909,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,49.236.193.2,62334,AS17971,204.95.99.109,2233,,MY,,,,2.5,112.5,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,210.48.156.54,16693,AS17971,204.95.99.109,95,,MY,13,Kemaman,,4.2333,103.45,0,0,lv||Victim_2C1AB37D||FARED-PC/Fared||MY||WIN_7 X64||5||AVG Internet Security 2013||Pro Evolution Soccer 2013,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,175.139.237.255,52399,AS4788,204.95.99.109,88,,MY,14,Kuala Lumpur,,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-CB,175.145.119.13,52946,AS4788,204.95.99.31,288,,MY,5,Seremban,,2.7297,101.9381,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,110.159.91.53,49829,AS4788,204.95.99.109,1080,,MY,13,Kuala Terengganu,,5.3302,103.1408,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-CB,113.210.4.197,31729,AS9534,204.95.99.31,333,,MY,14,Kuala Lumpur,,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,175.145.119.13,52947,AS4788,204.95.99.109,88,,MY,5,Seremban,,2.7297,101.9381,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,175.140.255.161,5113,AS4788,204.95.99.109,88,,MY,12,Puchong,,3.0167,101.6167,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-Jenxcus,219.92.115.116,54470,AS4788,204.95.99.86,2164,,MY,3,Kota Bharu,,6.1333,102.2386,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,175.137.205.197,63468,AS4788,204.95.99.109,88,,MY,14,Kuala Lumpur,,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,183.171.166.103,44242,AS10030,204.95.99.109,86,,MY,12,Ampang,,3.15,101.7667,0,0,lv||UsbV_E63F5624||HANAFI-PC/hanafi||MY||WIN_7 X86||4||No-AntiVirus||Google Translate - Google Chrome,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-Bladabindi,120.139.116.10,51279,AS38322,204.95.99.26,99,,MY,12,Petaling Jaya,,3.0833,101.65,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,113.210.10.78,16431,AS9534,204.95.99.109,258,,MY,14,Kuala Lumpur,,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,1.9.102.146,5882,AS4788,204.95.99.109,7777,,MY,4,Melaka,,2.196,102.2405,0,0,POST /ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,219.95.100.169,6479,AS4788,204.95.99.109,333,,MY,,,,2.5,112.5,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,61.6.56.17,50918,AS2042,204.95.99.109,333,,MY,14,Kuala Lumpur,,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,49.236.193.2,62366,AS17971,204.95.99.109,333,,MY,,,,2.5,112.5,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-Tapazom,203.106.159.252,15930,AS4788,204.95.99.167,1431,,MY,4,Melaka,,2.196,102.2405,0,0,GETSERVER|111|46|,,,,,,,,,,,Low
SinkHoleMessage,1.31E+17,B106-Bladabindi,210.195.6.87,61132,AS4788,204.95.99.26,888,,MY,12,Cheras,,3.05,101.7667,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-Fynloski,60.48.251.19,53587,AS4788,204.95.99.66,1175,,MY,12,Petaling Jaya,,3.0833,101.65,0,0,"lv|'|'|SGFjS2VkX0M4QjE1OUEw|'|'|KMULTY-PC|'|'|Kmulty|'|'|2014-05-20|'|'|CHN|'|'|Win 7 Ultimate SP1 x86|'|'|No|'|'|0.5.0E|'|'|..|'|'|5oiR55qE6K6+5aSHIC0gV2luZG93cyBJbnRlcm5ldCBFeHBsb3JlciBwcm92aWRlZCBieSBZYWhvbyE=|'|'|682dfec8c66a0de6f1475ca73c462a69,[endof]",,,,,,,,,,,Low
SinkHoleMessage,1.31E+17,B106-MULTI,203.106.150.225,19311,AS4788,204.95.99.109,7777,,MY,9,Penang,,5.4112,100.3354,0,0,POST /ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,115.133.48.120,11492,AS4788,204.95.99.109,4,,MY,1,Johor Bahru,,1.4655,103.7578,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-Jenxcus,203.106.149.166,9834,AS4788,204.95.99.86,1644,,MY,9,Penang,,5.4112,100.3354,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-Jenxcus,203.158.26.74,65041,AS45960,204.95.99.86,83,,MY,14,Kuala Lumpur,,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-Jenxcus,60.49.122.86,29250,AS4788,204.95.99.86,83,,MY,12,Kajang,,2.9927,101.7909,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,110.159.125.60,12977,AS4788,204.95.99.109,88,,MY,12,Damansara,,3.1333,101.6333,0,0,lv0njxq80--TMR--_7EC488D00njxq80USA0njxq80WIN_7 X86 SP00njxq800.3.3a0njxq80Y0njxq80,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,120.141.125.1,51495,AS38322,204.95.99.109,8899,,MY,14,Kuala Lumpur,,3.1667,101.7,0,0,lv0njxq80Welcome_D87CDAB10njxq80USER-PC0njxq80User0njxq800njxq80WIN_7 X86 SP10njxq800.4d0njxq80Y0njxq80--,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-Bladabindi,203.217.176.231,21789,AS17564,204.95.99.26,82,,MY,17,Putrajaya,,2.9431,101.6994,0,0,lv|'|'|SGFjS2VkX0E4MDYzODkw|'|'|OMPD1-IT|'|'|eyla|'|'|2012-11-16|'|'|USA|'|'|Win XP ProfessionalSP3 x86|'|'|No|'|'|0.5.0E|'|'|..|'|'|IA==|'|'|[endof],,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-CB,113.210.5.83,46257,AS9534,204.95.99.31,81,,MY,14,Kuala Lumpur,,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,14.192.208.77,2277,AS9534,204.95.99.109,333,,MY,14,Kuala Lumpur,,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,175.139.91.107,62511,AS4788,204.95.99.109,88,,MY,12,Petaling Jaya,,3.0833,101.65,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-CB,183.171.173.206,33845,AS10030,204.95.99.31,1920,,MY,14,Kuala Lumpur,,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-CB,203.106.156.234,1492,AS4788,204.95.99.31,288,,MY,1,Kulai,,1.6561,103.6032,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-Bladabindi,175.136.207.44,58196,AS4788,204.95.99.26,5552,,MY,12,Seri Kembangan,,3.0333,101.7167,0,0,245,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-CB,1.9.103.63,2671,AS4788,204.95.99.31,1920,,MY,4,Melaka,,2.196,102.2405,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,103.1.70.66,61027,AS45960,204.95.99.109,88,,MY,9,Penang,,5.4112,100.3354,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-Jenxcus,60.54.237.157,63668,AS4788,204.95.99.86,2164,,MY,3,Kota Bharu,,6.1333,102.2386,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,203.217.176.231,21802,AS17564,204.95.99.109,88,,MY,17,Putrajaya,,2.9431,101.6994,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,175.143.12.24,53056,AS4788,204.95.99.109,3745,,MY,9,Bukit Mertajam,,5.363,100.4667,0,0,lCOuuvX118TFXhsNDdmme9I0Q/nF+TmtPe3XozYU0AM1QPGTn4HJodAgFptDsyc5,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-CB,175.138.131.134,58612,AS4788,204.95.99.31,1920,,MY,1,Johor Bahru,,1.4655,103.7578,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-Jenxcus,175.140.91.215,58765,AS4788,204.95.99.86,2164,,MY,12,Seri Kembangan,,3.0333,101.7167,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,118.174.180.104,57508,AS23969,204.95.99.109,5552,,MY,1,Johor Bahru,,1.4655,103.7578,0,0,139,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,1.9.98.113,11656,AS4788,204.95.99.109,1890,,MY,6,Kuantan,,3.8077,103.326,0,0,180,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,175.143.255.196,52404,AS4788,204.95.99.109,7777,,MY,12,Puchong,,3.0167,101.6167,0,0,POST /ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-CB,60.53.35.137,52606,AS4788,204.95.99.31,288,,MY,7,Ipoh,,4.5841,101.0829,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-Jenxcus,60.51.73.69,55421,AS4788,204.95.99.86,2164,,MY,6,Kuantan,,3.8077,103.326,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,202.75.156.66,26486,AS9534,204.95.99.109,333,,MY,7,Batu Gajah,,4.4692,101.0411,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,115.134.9.1,27992,AS4788,204.95.99.109,88,,MY,1,Johor,,1.4655,103.7578,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-CB,14.1.198.131,50996,AS45960,204.95.99.31,1921,,MY,6,Kuantan,,3.8077,103.326,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-Malagent,175.144.212.233,47820,AS4788,204.95.99.100,4040,,MY,12,Shah Alam,,3.0833,101.5333,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,Low
SinkHoleMessage,1.31E+17,B106-MULTI,112.137.166.42,17763,AS17971,204.95.99.109,81,,MY,14,Kuala Lumpur,,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,113.210.136.208,30636,AS9534,204.95.99.109,1998,,MY,12,Petaling Jaya,,3.0833,101.65,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,175.145.251.145,57390,AS4788,204.95.99.109,88,,MY,2,Alor Setar,,6.121,100.3601,0,0,POST /is-ready HTTP/1.0,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-CB,115.164.62.65,55218,AS4818,204.95.99.31,2010,,MY,,,,2.5,112.5,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-CB,175.144.156.48,50383,AS4788,204.95.99.31,1920,,MY,9,Penang,,5.4112,100.3354,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-CB,175.144.179.170,53878,AS4788,204.95.99.31,288,,MY,7,Ipoh,,4.5841,101.0829,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-CB,103.1.71.77,55986,AS45960,204.95.99.31,1920,,MY,1,Johor Bahru,,1.4655,103.7578,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,103.245.88.252,45769,AS38044,204.95.99.109,7777,,MY,6,Kuantan,,3.8077,103.326,0,0,POST /ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,110.159.86.160,55561,AS4788,204.95.99.109,88,,MY,1,Yong Peng,,2.0136,103.0659,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,203.106.149.61,4837,AS4788,204.95.99.109,1998,,MY,9,Penang,,5.4112,100.3354,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-CB,210.195.178.124,59227,AS4788,204.95.99.31,288,,MY,14,Kuala Lumpur,,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-Jenxcus,183.171.169.152,45610,AS10030,204.95.99.86,1644,,MY,14,Kuala Lumpur,,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,115.134.3.56,12684,AS4788,204.95.99.109,7777,,MY,,,,2.5,112.5,0,0,POST /ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-CB,175.142.25.134,49320,AS4788,204.95.99.31,81,,MY,3,Kota Bharu,,6.1333,102.2386,0,0,lv|'|'|V2luZHdvcy0wMDdfNUU5OUM1NDA=|'|'|USER-PC|'|'|User|'|'|2013-06-28|'|'|MYS|'|'|Win 7 Ultimate SP0 x64|'|'|Yes|'|'|0.5.0E|'|'|..|'|'|U05EIC0gSW50ZXJuZXQgRG93bmxvYWQgTWFuYWdlcg==|'|'|[endof],,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-Jenxcus,183.171.169.8,23347,AS10030,204.95.99.86,991,,MY,14,Kuala Lumpur,,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,118.101.27.57,50348,AS4788,204.95.99.109,102,,MY,12,Petaling Jaya,,3.0833,101.65,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-CB,175.136.127.242,62801,AS4788,204.95.99.31,1920,,MY,12,Petaling Jaya,,3.0833,101.65,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,60.53.23.232,60192,AS4788,204.95.99.109,333,,MY,12,Petaling Jaya,,3.0833,101.65,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-Jenxcus,103.1.69.107,58837,AS45960,204.95.99.86,1644,,MY,14,Kuala Lumpur,,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-CB,1.9.101.186,5325,AS4788,204.95.99.31,288,,MY,1,Johor Bahru,,1.4655,103.7578,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,118.107.227.45,57433,AS24321,204.95.99.109,1177,,MY,14,Kuala Lumpur,,3.1667,101.7,0,0,FLz0IaZKg8+Q51KaJghjeLaslFODrci2p/TfosyPqccUrcDrxkn5v5lHjAFlAvz6,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,175.136.221.225,60764,AS4788,204.95.99.109,102,,MY,12,Klang,,3.0333,101.45,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,58.26.181.165,48241,AS4788,204.95.99.109,3005,,MY,12,Shah Alam,,3.0833,101.5333,0,0,!0/j|n\,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-NetWiredRC,1.9.97.206,4927,AS4788,204.95.99.118,3360,,MY,3,Kota Bharu,,6.1333,102.2386,0,0,A,,,,,,,,,,,Low
SinkHoleMessage,1.31E+17,B106-MULTI,58.71.169.45,54667,AS9534,204.95.99.109,88,,MY,12,Puchong,,3.0167,101.6167,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-Bladabindi,118.101.203.222,24717,AS4788,204.95.99.26,1122,,MY,12,Ampang,,3.15,101.7667,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-Bladabindi,14.192.214.79,2570,AS9534,204.95.99.26,1515,,MY,14,Kuala Lumpur,,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-Jenxcus,183.171.174.225,49763,AS10030,204.95.99.86,991,,MY,14,Kuala Lumpur,,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,115.133.205.130,49971,AS4788,204.95.99.109,86,,MY,7,Ipoh,,4.5841,101.0829,0,0,lv||Victim_3E2347DA||NASIRJELANI-HP/Nasir Jelani||MY||WIN_7 X86||4||Panda Free Antivirus||LiveConversationWindow,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-CB,14.192.211.46,3905,AS9534,204.95.99.31,288,,MY,14,Kuala Lumpur,,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,113.210.10.180,2930,AS9534,204.95.99.109,333,,MY,14,Kuala Lumpur,,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,203.106.159.150,4354,AS4788,204.95.99.109,1122,,MY,4,Melaka,,2.196,102.2405,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-CB,14.1.210.242,53059,AS45960,204.95.99.31,1920,,MY,12,Kajang,,2.9927,101.7909,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,175.138.81.201,63365,AS4788,204.95.99.109,88,,MY,12,Salak Selatan,,3.1,101.7,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-Jenxcus,61.6.56.2,58282,AS2042,204.95.99.86,1644,,MY,14,Kuala Lumpur,,3.1667,101.7,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-Ceatrg,175.139.119.223,58014,AS4788,204.95.99.32,1122,,MY,14,Kuala Lumpur,,3.1667,101.7,0,0,29|,,,,,,,,,,,Low
SinkHoleMessage,1.31E+17,B106-MULTI,183.171.172.130,7107,AS10030,204.95.99.109,88,,MY,14,Kuala Lumpur,,3.1667,101.7,0,0,POST /is-ready HTTP/1.0,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,113.210.128.227,13605,AS9534,204.95.99.109,95,,MY,14,Kuala Lumpur,,3.1667,101.7,0,0,lv||UsbV_DCEE1700||USER-PC/user||MY||WIN_8 X64||5||Windows Defender||Laksa - Mozilla Firefox,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-CB,115.134.213.197,50253,AS4788,204.95.99.31,81,,MY,17,Putrajaya,,2.9431,101.6994,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-Xtrat,115.133.249.216,16179,AS4788,204.95.99.193,82,,MY,5,Seremban,,2.7297,101.9381,0,0,OK,,,,,,,,,,,Low
SinkHoleMessage,1.31E+17,B106-Malagent,175.143.254.141,61094,AS4788,204.95.99.100,4040,,MY,12,Puchong,,3.0167,101.6167,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,Low
SinkHoleMessage,1.31E+17,B106-MULTI,58.26.181.166,41513,AS4788,204.95.99.109,1604,,MY,12,Shah Alam,,3.0833,101.5333,0,0,"lv|'|'|S2luZyBvZiBXYXJfNzY5OTk5MUU=|'|'|USER-PC|'|'|user|'|'|2014-04-06|'|'||'|'|Win 7 Ultimate SP0 x64|'|'|Yes|'|'|0.6.4|'|'|..|'|'|bG9nbyByZWN5Y2xlIC0gR29vZ2xlIFNlYXJjaCAtIEdvb2dsZSBDaHJvbWU=|'|'|2b3328e57676df442688f81f9824276a,[endof]",,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,203.106.149.201,3574,AS4788,204.95.99.109,88,,MY,9,Penang,,5.4112,100.3354,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-CB,175.145.201.104,50482,AS4788,204.95.99.31,105,,MY,7,Ipoh,,4.5841,101.0829,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-MULTI,113.210.131.179,44019,AS9534,204.95.99.109,3031,,MY,12,Shah Alam,,3.0833,101.5333,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-Jenxcus,113.23.138.229,50534,AS38182,204.95.99.86,2164,,MY,1,Segamat,,2.5148,102.8158,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-Jenxcus,175.145.176.149,51237,AS4788,204.95.99.86,991,,MY,12,Petaling Jaya,,3.0833,101.65,0,0,POST /is-ready HTTP/1.1,,,,,,,,,,,High
SinkHoleMessage,1.31E+17,B106-Hupigon,203.106.158.43,2263,AS4788,204.95.99.80,8080,,MY,4,Melaka,,2.196,102.2405,0,0,34|,,,,,,,,,,,Low
SinkHoleMessage,1.31E+17,B106-MULTI,124.82.127.78,56323,AS4788,204.95.99.109,85,,MY,16,Kota Kinabalu,,5.9749,116.0724,0,0,GET /1234567890.functions HTTP/1.1,,,,,,,,,,,High
